Title,pos,neg,k=2,k=3,k=4,k=5
The White Balloon,0.049,0.055,0,2,3,0
C.I.D.,0.066,0.248,1,0,2,1
Deportee,0.138,0.10800000000000001,0,1,0,2
Batman Forever,0.08,0.132,1,0,1,4
"Enteng Kabisote: Okay ka, Fairy Ko: The Legend",0.1,0.158,1,0,1,2
Black Aura on an Angel,0.212,0.084,0,1,0,3
Kill Speed,0.11900000000000001,0.0,0,1,3,0
The Life of Chikuzan,0.040999999999999995,0.122,1,2,1,4
Designing Woman,0.055999999999999994,0.114,1,2,1,4
Kannezhuthi Pottum Thottu,0.079,0.22899999999999998,1,0,2,1
Funny Face,0.08900000000000001,0.12300000000000001,1,2,1,2
Fresh,0.042,0.0,0,2,3,0
Carry On Up the Jungle,0.111,0.15,1,0,1,2
Mighty Baby,0.023,0.033,0,2,3,0
Hellraiser: Inferno,0.048,0.171,1,0,2,4
American Pie 2,0.124,0.10300000000000001,0,1,0,2
The Samaritan,0.136,0.10300000000000001,0,1,0,2
Angus,0.08800000000000001,0.145,1,0,1,4
First on the Moon,0.027000000000000003,0.073,0,2,3,0
Podium,0.131,0.0,0,1,0,3
Dui Prithibi,0.19699999999999998,0.08900000000000001,0,1,0,3
"Sena/Quina, la inmortalidad del cangrejo",0.0,0.20800000000000002,1,0,2,1
Pandemonium,0.16399999999999998,0.18,1,0,1,2
Wrath of the Titans,0.102,0.162,1,0,1,2
Pussyfoot,0.10400000000000001,0.022000000000000002,0,2,3,0
"Packing the Monkeys, Again!",0.055999999999999994,0.045,0,2,3,0
Tiger,0.0,0.14,1,0,1,4
Anjathe,0.069,0.139,1,0,1,4
The Role of Her Life,0.057999999999999996,0.0,0,2,3,0
Deadline,0.11,0.16399999999999998,1,0,1,2
Anima and Persona,0.081,0.12,1,2,1,4
Mauvaise Graine,0.084,0.092,0,2,1,2
Codex Atanicus,0.037000000000000005,0.18899999999999997,1,0,2,1
The Challengers,0.183,0.048,0,1,0,3
On Dangerous Ground,0.037000000000000005,0.11699999999999999,1,2,1,4
Tawny Pipit,0.075,0.063,0,2,3,0
Blinky Bill,0.055999999999999994,0.099,0,2,1,4
The Pink Tail Fly,0.045,0.113,1,2,1,4
Henry & June,0.087,0.042,0,2,3,0
The Mark of the Whistler,0.0,0.128,1,2,1,4
A Yank in Libya,0.057,0.105,1,2,1,4
American Girl,0.08,0.12300000000000001,1,2,1,4
Abhijan,0.158,0.12,0,1,0,2
Goal 3,0.10099999999999999,0.069,0,2,3,0
Beautiful People,0.051,0.114,1,2,1,4
Three Little Pigskins,0.048,0.028999999999999998,0,2,3,0
The Secret of Convict Lake,0.052000000000000005,0.152,1,0,1,4
Wristcutters: A Love Story,0.049,0.07200000000000001,0,2,3,0
The NeverEnding Story,0.106,0.10800000000000001,0,2,1,2
Kidz in the Wood,0.0,0.10300000000000001,1,2,1,4
Cupid's Mistake,0.214,0.0,0,1,0,3
Peter and the Penny,0.27399999999999997,0.016,0,1,0,3
Wuthering Heights,0.077,0.124,1,2,1,4
Office Lady Sisters: I Want to Sleep with You,0.153,0.0,0,1,0,3
Crazy Cruise,0.059000000000000004,0.049,0,2,3,0
Mirror Boy,0.0,0.053,0,2,3,0
Passion of Spies,0.107,0.139,1,0,1,2
Espionage Agent,0.048,0.139,1,0,1,4
Earp: Saints For Sinners,0.115,0.193,1,0,2,1
The Draughtsmen Clash,0.146,0.094,0,1,0,2
Running Riot,0.028999999999999998,0.122,1,2,1,4
The Final,0.078,0.151,1,0,1,4
Princess and the Pony,0.06,0.055999999999999994,0,2,3,0
Zill-e-Shah,0.096,0.10400000000000001,0,2,1,2
Dirty Pair: Project Eden,0.07200000000000001,0.185,1,0,2,1
A Woman Called Sada Abe,0.044000000000000004,0.092,0,2,3,4
Thérèse Desqueyroux,0.113,0.11800000000000001,0,2,1,2
Akkare Akkare Akkare,0.055,0.20800000000000002,1,0,2,1
The Hunters 2,0.05,0.254,1,0,2,1
Santa Claus Is Comin' to Town,0.068,0.069,0,2,3,0
Just like Heaven,0.071,0.10099999999999999,0,2,1,4
Treasure Inn,0.184,0.128,0,1,0,2
The Garden of Earthly Delights,0.08900000000000001,0.049,0,2,3,0
"Good Morning, Vietnam",0.07400000000000001,0.092,0,2,1,4
Phone,0.159,0.125,0,1,0,2
Passionada,0.115,0.085,0,1,0,2
Decalogue IV,0.069,0.049,0,2,3,0
F.A.L.T.U,0.10800000000000001,0.038,0,2,3,0
Oh My Friend,0.182,0.048,0,1,0,3
Le gendarme et les gendarmettes,0.132,0.07400000000000001,0,1,0,2
The Ladykillers,0.064,0.188,1,0,2,1
The Final Cut,0.028999999999999998,0.098,1,2,1,4
1 Night in China,0.057999999999999996,0.0,0,2,3,0
Adiós problemas,0.21100000000000002,0.109,0,1,0,3
That Darn Cat!,0.08900000000000001,0.026000000000000002,0,2,3,0
The Unfaithful Wife,0.034,0.08800000000000001,0,2,3,4
Flipped,0.121,0.09699999999999999,0,1,0,2
The Threat,0.07400000000000001,0.128,1,0,1,4
Brillante Porvenir,0.07200000000000001,0.13,1,0,1,4
Pitfall,0.059000000000000004,0.141,1,0,1,4
The Hottie and the Nottie,0.19,0.034,0,1,0,3
Mischief night,0.0,0.192,1,0,2,1
Bleach: Memories of Nobody,0.054000000000000006,0.09300000000000001,0,2,1,4
Manasu Palike Mouna Raagam,0.174,0.079,0,1,0,3
Trailer Park of Terror,0.026000000000000002,0.131,1,0,1,4
Lancashire Luck,0.153,0.0,0,1,0,3
Ninaithen Vandhai,0.19399999999999998,0.075,0,1,0,3
Milano calibro 9,0.062,0.136,1,0,1,4
Sex Drive,0.192,0.069,0,1,0,3
Wedding in Galilee,0.034,0.0,0,2,3,0
Masquerade,0.092,0.171,1,0,1,1
Other People's Money,0.08900000000000001,0.16399999999999998,1,0,1,4
Kennis Voor Het Leven,0.091,0.0,0,2,3,0
Men in Black,0.049,0.11199999999999999,1,2,1,4
Jump,0.125,0.09699999999999999,0,1,0,2
Tiger Island,0.154,0.068,0,1,0,3
Los que no deben nacer,0.07,0.13699999999999998,1,0,1,4
The White Ribbon,0.059000000000000004,0.135,1,0,1,4
Year One,0.057,0.127,1,0,1,4
Perdido por perdido,0.053,0.14400000000000002,1,0,1,4
The Sponge Who Could Fly,0.067,0.09699999999999999,0,2,1,4
Fool Coverage,0.032,0.052000000000000005,0,2,3,0
The Nun and the Devil,0.111,0.11699999999999999,0,2,1,2
My Little Girl,0.207,0.053,0,1,0,3
Barfly,0.077,0.076,0,2,3,0
Bandh Darwaza,0.075,0.127,1,0,1,4
Give Us Wings,0.08,0.129,1,0,1,4
"The Karate Kid, Part II",0.125,0.16699999999999998,1,0,1,2
Crush and Blush,0.131,0.021,0,1,0,3
Mars and Avril,0.235,0.0,0,1,0,3
Devil's Den,0.043,0.043,0,2,3,0
Journey Back to Oz,0.049,0.091,0,2,3,4
Wedding Belles,0.038,0.222,1,0,2,1
Little Murders,0.1,0.127,1,0,1,2
Millie,0.126,0.115,0,1,1,2
Chicken with Plums,0.071,0.153,1,0,1,4
Look Who's Laughing,0.083,0.068,0,2,3,0
Daughter of the Tong,0.0,0.146,1,0,1,4
Pähkähullu Suomi,0.054000000000000006,0.057999999999999996,0,2,3,0
7 Hati 7 Cinta 7 Wanita,0.076,0.096,0,2,1,4
Jaws 2,0.063,0.095,0,2,1,4
High Flyers,0.16399999999999998,0.09300000000000001,0,1,0,3
Mickey's Revue,0.055999999999999994,0.09300000000000001,0,2,1,4
Mother of Mine,0.019,0.209,1,0,2,1
Mystic India,0.027999999999999997,0.0,0,2,3,0
One of Our Aircraft is Missing,0.061,0.096,0,2,1,4
Draupadi Vastrapaharanam,0.0,0.0,0,2,3,0
Matrubhoomi: A Nation Without Women,0.05,0.1,1,2,1,4
Morgan: A Suitable Case for Treatment,0.09300000000000001,0.08900000000000001,0,2,1,2
Grand Central Murder,0.055999999999999994,0.135,1,0,1,4
Bend of the River,0.066,0.098,0,2,1,4
Night Fairy,0.0,0.0,0,2,3,0
Marriage Counselor Tora-san,0.07200000000000001,0.061,0,2,3,0
Son of Darkness: To Die For II,0.036000000000000004,0.15,1,0,1,4
When We Were Young,0.138,0.157,1,0,1,2
Creature,0.095,0.127,1,0,1,2
Ladies Who Do,0.081,0.046,0,2,3,0
Boy Trouble,0.171,0.111,0,1,0,2
Golden Swallow,0.09699999999999999,0.154,1,0,1,2
Island of Fire,0.064,0.20800000000000002,1,0,2,1
Rang,0.114,0.084,0,1,0,2
Danika,0.026000000000000002,0.184,1,0,2,1
Kiss of the Vampire,0.07400000000000001,0.11199999999999999,1,2,1,4
The Burning Season,0.0,0.17300000000000001,1,0,2,4
"Luanda, The Music Factory",0.17300000000000001,0.032,0,1,0,3
Happy Birthday to Me,0.09,0.152,1,0,1,4
Love Field,0.033,0.11199999999999999,1,2,1,4
Submarine,0.076,0.192,1,0,2,1
Domingo de carnaval,0.0,0.0,0,2,3,0
Givat Halfon Eina Ona,0.05,0.084,0,2,3,0
J'ai bu du café dans un café,0.0,0.0,0,2,3,0
Close Encounters of the Third Kind,0.049,0.102,1,2,1,4
Christmas Grace,0.113,0.02,0,1,3,0
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,0.081,0.047,0,2,3,0
Good Luck Chuck,0.063,0.085,0,2,3,0
What Women Suffer,0.05,0.125,1,2,1,4
Pressure Point,0.039,0.165,1,0,1,4
Terror Tract,0.04,0.218,1,0,2,1
Twitch,0.10400000000000001,0.022000000000000002,0,2,3,0
City Hall,0.096,0.136,1,0,1,2
Everybody Famous!,0.10099999999999999,0.035,0,2,3,0
Spirit of '76,0.145,0.008,0,1,0,3
Bandhan,0.11199999999999999,0.064,0,1,3,0
The Spiral Staircase,0.08199999999999999,0.21899999999999997,1,0,2,1
Running Scared,0.073,0.106,0,2,1,4
Ensign Pulver,0.078,0.13699999999999998,1,0,1,4
A Lawless Street,0.071,0.13699999999999998,1,0,1,4
Do It For Johnny,0.07200000000000001,0.0,0,2,3,0
Mulholland Drive,0.075,0.096,0,2,1,4
Part Time Pal,0.028999999999999998,0.11900000000000001,1,2,1,4
Eden Lake,0.051,0.133,1,0,1,4
The Daughter of Rosie O'Grady,0.084,0.113,0,2,1,2
When Magoo Flew,0.057,0.156,1,0,1,4
The Wandering Swordsman,0.064,0.142,1,0,1,4
You Are Mine Eternally,0.099,0.084,0,2,3,2
Everybody Has a Little Secret,0.14800000000000002,0.0,0,1,0,3
Bagets,0.057999999999999996,0.0,0,2,3,0
Night the World Exploded,0.039,0.063,0,2,3,0
Quick,0.055,0.027000000000000003,0,2,3,0
Take My Eyes,0.113,0.153,1,0,1,2
The Magus,0.068,0.042,0,2,3,0
Jaii,0.213,0.08800000000000001,0,1,0,3
Die Zombiejäger,0.052000000000000005,0.133,1,0,1,4
Big House Bunny,0.049,0.09699999999999999,0,2,1,4
Querida Bamako,0.0,0.027999999999999997,0,2,3,0
Gulumal,0.08800000000000001,0.099,0,2,1,2
The Losers,0.08900000000000001,0.23199999999999998,1,0,2,1
Reform School Girls,0.039,0.115,1,2,1,4
Angel Face,0.342,0.105,0,1,0,3
Slayers Premium,0.027000000000000003,0.065,0,2,3,0
Dr. Jekyll and Sister Hyde,0.084,0.192,1,0,2,1
Karobaar: The Business of Love,0.083,0.184,1,0,2,1
Rudy: The Rudy Giuliani Story,0.053,0.0,0,2,3,0
Dollman,0.102,0.19,1,0,2,1
Sail a Crooked Ship,0.083,0.0,0,2,3,0
Patria,0.054000000000000006,0.098,0,2,1,4
The Virginity Hit,0.08800000000000001,0.067,0,2,3,0
The Suburbans,0.069,0.057,0,2,3,0
Chor Machaye Shor,0.16699999999999998,0.212,1,0,2,1
Riverworld,0.046,0.114,1,2,1,4
Unnikrishnante Adyathe Christmas,0.085,0.10800000000000001,0,2,1,2
Kiss Toledo Goodbye,0.045,0.132,1,0,1,4
Dante's Inferno,0.115,0.16899999999999998,1,0,1,2
Seven Servants,0.11599999999999999,0.061,0,1,0,0
Stand and Deliver,0.08900000000000001,0.077,0,2,3,0
Free Enterprise,0.134,0.071,0,1,0,2
Anomalías eléctricas,0.0,0.113,1,2,1,4
Shopgirl,0.111,0.099,0,2,1,2
Ithu Nammude Katha,0.17300000000000001,0.09699999999999999,0,1,0,3
Love! Valour! Compassion!,0.11599999999999999,0.069,0,1,0,2
The Year My Voice Broke,0.066,0.142,1,0,1,4
Parents,0.115,0.133,1,0,1,2
Gigot,0.11599999999999999,0.131,1,0,1,2
The Ambushers,0.0,0.023,0,2,3,0
Yatterman,0.063,0.128,1,0,1,4
Opie Gets Laid,0.1,0.024,0,2,3,0
Pink Elephant,0.07200000000000001,0.11,1,2,1,4
Demonicus,0.0,0.245,1,0,2,1
The Truth About Love,0.133,0.061,0,1,0,3
Under Suspicion,0.11599999999999999,0.10800000000000001,0,1,1,2
Gangs of Wasseypur,0.057999999999999996,0.166,1,0,1,4
Lloyd's of London,0.11800000000000001,0.121,0,1,1,2
The Chinese Stuntman,0.0,0.19899999999999998,1,0,2,1
Public Enemy Returns,0.09699999999999999,0.17600000000000002,1,0,2,1
Jumanji,0.046,0.113,1,2,1,4
Einer Frisst den anderen,0.033,0.161,1,0,1,4
Antarctic Journal,0.023,0.017,0,2,3,0
White Cargo,0.09,0.051,0,2,3,0
The Eternal City,0.08900000000000001,0.055999999999999994,0,2,3,0
The Valachi Papers,0.035,0.198,1,0,2,1
Shivering Shakespeare,0.066,0.076,0,2,3,0
Semne în pustiu,0.145,0.163,1,0,1,2
Savages,0.054000000000000006,0.085,0,2,3,0
Stand Against Fear,0.031,0.161,1,0,1,4
The Last of the High Kings,0.09699999999999999,0.1,0,2,1,2
To Touch the Soul,0.11800000000000001,0.035,0,1,3,0
The Revenant,0.077,0.15,1,0,1,4
Bells of Innocence,0.08900000000000001,0.131,1,0,1,2
Hindsight,0.039,0.035,0,2,3,0
Red Tails,0.10400000000000001,0.114,0,2,1,2
Mickey's Amateurs,0.08800000000000001,0.062,0,2,3,0
The Plumber,0.011000000000000001,0.106,1,2,1,4
Changes,0.113,0.14300000000000002,1,0,1,2
Indestructible Man,0.057,0.175,1,0,2,1
So Does an Automobile,0.17800000000000002,0.18600000000000003,1,0,0,2
Public Enemies,0.066,0.126,1,2,1,4
Recess: All Growed Down,0.113,0.096,0,1,1,2
Black Gold,0.08,0.013999999999999999,0,2,3,0
"Texas, Adios",0.174,0.138,0,1,0,2
Nuts,0.048,0.114,1,2,1,4
Tough Guys,0.065,0.087,0,2,3,0
Up in Flames,0.095,0.114,0,2,1,2
The Black Tent,0.019,0.067,0,2,3,0
One Million B.C.,0.075,0.153,1,0,1,4
The Wedding March,0.0,0.0,0,2,3,0
Deathstalker IV: Match of Titans,0.162,0.08900000000000001,0,1,0,3
Tombstone,0.087,0.155,1,0,1,4
Le Franc,0.08,0.03,0,2,3,0
Ilaaka,0.16,0.192,1,0,2,2
Deep in My Heart,0.08900000000000001,0.129,1,0,1,2
Army of Crime,0.16,0.223,1,0,2,1
Symphony Hour,0.079,0.12300000000000001,1,2,1,4
Tromeo & Juliet,0.092,0.083,0,2,3,2
Dick Tracy,0.062,0.16399999999999998,1,0,1,4
The Zombie King,0.028999999999999998,0.115,1,2,1,4
La Comédie Humaine,0.102,0.047,0,2,3,0
Le Mythe de la 5ème île,0.059000000000000004,0.045,0,2,3,0
The Thief of Bagdad,0.087,0.09300000000000001,0,2,1,2
How to Succeed in Business Without Really Trying,0.122,0.061,0,1,0,2
Griff the Invisible,0.091,0.069,0,2,3,0
Freeway,0.14800000000000002,0.185,1,0,2,2
Ji,0.157,0.16699999999999998,1,0,1,2
Teesri Aankh: The Hidden Camera,0.099,0.174,1,0,1,1
Pauline and Paulette,0.07400000000000001,0.021,0,2,3,0
The Hunt for Red October,0.065,0.126,1,2,1,4
Agua,0.092,0.105,0,2,1,2
Phar Lap,0.131,0.076,0,1,0,2
Kavalukku Kettikaran,0.068,0.196,1,0,2,1
Little Girl,0.031,0.043,0,2,3,0
An Unfinished Life,0.105,0.166,1,0,1,2
Hemingway & Gellhorn,0.079,0.084,0,2,3,0
Wag Kang Lilingon,0.053,0.132,1,0,1,4
Acid Factory,0.038,0.08900000000000001,0,2,3,4
St. Jorgens's Day,0.09699999999999999,0.08199999999999999,0,2,3,2
Billu,0.131,0.08,0,1,0,2
Penitentiary 2,0.142,0.18899999999999997,1,0,2,2
Mais où est donc passée la septième compagnie?,0.08900000000000001,0.109,0,2,1,2
The Day of the Dolphin,0.1,0.055999999999999994,0,2,3,0
One Hour to Zero,0.151,0.096,0,1,0,2
Anniyan,0.07,0.209,1,0,2,1
The Skeleton Key,0.059000000000000004,0.068,0,2,3,0
One Night,0.214,0.16399999999999998,0,1,0,2
Macbeth,0.054000000000000006,0.20800000000000002,1,0,2,1
Closet Space,0.113,0.098,0,1,1,2
Pandorum,0.039,0.127,1,2,1,4
Terror in the Aisles,0.040999999999999995,0.18600000000000003,1,0,2,1
Cela s'appelle l'aurore,0.102,0.138,1,0,1,2
A Prophet,0.045,0.14800000000000002,1,0,1,4
Meet the Browns,0.07200000000000001,0.06,0,2,3,0
Aloha Summer,0.081,0.0,0,2,3,0
Peeping Penguins,0.078,0.188,1,0,2,1
Johnson Family Vacation,0.099,0.096,0,2,1,2
Große Freiheit Nr. 7,0.24100000000000002,0.0,0,1,0,3
The Drawn Together Movie: The Movie!,0.07400000000000001,0.126,1,0,1,4
The Mirror,0.022000000000000002,0.10099999999999999,1,2,1,4
Adventures of Captain Marvel,0.107,0.139,1,0,1,2
Two Hearts in ¾ Time,0.18899999999999997,0.073,0,1,0,3
Shaurya,0.09,0.07200000000000001,0,2,3,0
Une histoire inventée,0.11800000000000001,0.033,0,1,3,0
Butch Jamie,0.10300000000000001,0.034,0,2,3,0
Saturday's Hero,0.23199999999999998,0.038,0,1,0,3
Maafa 21,0.022000000000000002,0.155,1,0,1,4
"Mumsy, Nanny, Sonny and Girly",0.1,0.076,0,2,3,2
Smarty Cat,0.055,0.07,0,2,3,0
Timbuctoo,0.027000000000000003,0.08900000000000001,0,2,3,4
Soul Surfer,0.157,0.084,0,1,0,3
Mee-Shee: The Water Giant,0.034,0.106,1,2,1,4
The KarateGuard,0.08199999999999999,0.078,0,2,3,0
The Veteran,0.0,0.052000000000000005,0,2,3,0
"Angélique, Marquise des Anges",0.139,0.16,1,0,1,2
Camille Claudel,0.179,0.14300000000000002,0,1,0,2
Vairam: Fight For Justice,0.128,0.185,1,0,2,2
Jungle Raiders,0.35600000000000004,0.064,0,1,0,3
Sreedharante Onnam Thirumurivu,0.141,0.099,0,1,0,2
Gideon's Day,0.061,0.10300000000000001,0,2,1,4
Quicksilver,0.10800000000000001,0.153,1,0,1,2
Unfair Competition,0.076,0.0,0,2,3,0
In the Electric Mist,0.053,0.136,1,0,1,4
Satyricon,0.09699999999999999,0.107,0,2,1,2
Aadum Koothu,0.068,0.053,0,2,3,0
Ex Cathedra,0.099,0.14,1,0,1,2
Hercules in the Haunted World,0.10400000000000001,0.081,0,2,3,2
Shanghai Noon,0.076,0.109,0,2,1,4
Challenger,0.11,0.07,0,2,3,2
The Climax,0.04,0.171,1,0,2,4
Star Runners,0.095,0.114,0,2,1,2
Lilo & Stitch,0.099,0.105,0,2,1,2
Redline,0.067,0.113,1,2,1,4
Smilla's Sense of Snow,0.062,0.11599999999999999,1,2,1,4
Aaynate,0.09699999999999999,0.057999999999999996,0,2,3,0
Partners,0.023,0.28,1,0,2,1
Suddenly at Midnight,0.064,0.23,1,0,2,1
The Vicar of Bray,0.256,0.11900000000000001,0,1,0,3
Virginia City,0.055999999999999994,0.17300000000000001,1,0,2,1
Billa,0.08900000000000001,0.114,0,2,1,2
Gidget,0.086,0.095,0,2,1,2
Northern Pursuit,0.078,0.107,0,2,1,4
Belle Boys,0.11800000000000001,0.054000000000000006,0,1,0,0
Thun Man Handiya,0.05,0.02,0,2,3,0
Shake Hands With the Devil: The Journey of Roméo Dallaire,0.043,0.099,1,2,1,4
Transit,0.134,0.081,0,1,0,2
Kiwi!,0.046,0.047,0,2,3,0
The Sheltering Sky,0.031,0.071,0,2,3,0
Dirty Laundry,0.019,0.069,0,2,3,0
"Three for Bedroom ""C""",0.07400000000000001,0.14300000000000002,1,0,1,4
No Smoking,0.085,0.046,0,2,3,0
World Cupp 2011,0.10800000000000001,0.07,0,2,3,2
Swimfan,0.098,0.131,1,0,1,2
Solva Sawan,0.111,0.11800000000000001,0,2,1,2
When Were You Born,0.067,0.168,1,0,1,4
Aakhri Baazi,0.039,0.188,1,0,2,1
Passion's Way,0.071,0.031,0,2,3,0
Calendar Girls,0.083,0.092,0,2,1,2
Paramasivan,0.13,0.161,1,0,1,2
Death of a Salesman,0.094,0.121,1,2,1,2
Sin-Jin Smyth,0.0,0.07400000000000001,0,2,3,0
Freiheit,0.17800000000000002,0.0,0,1,0,3
Womb Ghosts,0.013000000000000001,0.228,1,0,2,1
Bedtime Worries,0.040999999999999995,0.11,1,2,1,4
Ojai Bums,0.054000000000000006,0.077,0,2,3,0
Bunker Hill,0.043,0.222,1,0,2,1
Innocent,0.09300000000000001,0.11599999999999999,0,2,1,2
Roll Bounce,0.132,0.054000000000000006,0,1,0,3
Most Wanted,0.091,0.153,1,0,1,4
120,0.052000000000000005,0.115,1,2,1,4
Un'estate al mare,0.243,0.061,0,1,0,3
405,0.027999999999999997,0.11199999999999999,1,2,1,4
Pyari Behna,0.0,0.0,0,2,3,0
Major Movie Star,0.11900000000000001,0.14,1,0,1,2
Loose Cannons,0.07200000000000001,0.079,0,2,3,0
Noel,0.087,0.079,0,2,3,0
The War Lord,0.09300000000000001,0.094,0,2,1,2
Une Partie de Plaisir,0.057999999999999996,0.266,1,0,2,1
The Elementary School,0.07400000000000001,0.183,1,0,2,1
Out of the Shadows,0.055,0.048,0,2,3,0
Janwar,0.141,0.042,0,1,0,3
Reckless,0.168,0.079,0,1,0,3
Planet 51,0.106,0.068,0,2,3,0
The Care Bears' Big Wish Movie,0.23399999999999999,0.121,0,1,0,3
Murder,0.2,0.16399999999999998,1,1,0,2
Ekhrajiha,0.105,0.075,0,2,3,2
Christmas in Love,0.07,0.115,1,2,1,4
A Global Affair,0.151,0.055999999999999994,0,1,0,3
2012: Ice Age,0.069,0.11599999999999999,1,2,1,4
A Big Bang Love: Juvenile,0.064,0.27899999999999997,1,0,2,1
Bordertown,0.057999999999999996,0.114,1,2,1,4
Crocodile 2: Death Swamp,0.037000000000000005,0.235,1,0,2,1
Creepshow 2,0.05,0.133,1,0,1,4
International House,0.016,0.013000000000000001,0,2,3,0
Shri Ramanjaneya Yuddham,0.11900000000000001,0.129,1,0,1,2
Bread and Chocolate,0.07400000000000001,0.096,0,2,1,4
The Night of Nights,0.135,0.049,0,1,0,3
Flames of the Islands,0.098,0.046,0,2,3,0
Humanité,0.018000000000000002,0.177,1,0,2,1
Rocío de La Mancha,0.023,0.135,1,0,1,4
A Place to Be Loved,0.127,0.08800000000000001,0,1,0,2
Sydney White,0.08,0.086,0,2,3,0
The Pathfinder,0.13699999999999998,0.11800000000000001,0,1,0,2
Permanent Record,0.14400000000000002,0.149,1,1,1,2
Love Don't Cost a Thing,0.156,0.057,0,1,0,3
Tarzan and the Lost Safari,0.10300000000000001,0.042,0,2,3,0
Kidnap,0.09300000000000001,0.086,0,2,3,2
Tabbaliyu Neenade Magane,0.047,0.081,0,2,3,0
The Tall Men,0.065,0.107,1,2,1,4
Nancy Drew and the Hidden Staircase,0.005,0.105,1,2,1,4
Max Steel: Bio Crisis,0.057,0.127,1,0,1,4
Ali G Indahouse,0.084,0.087,0,2,3,0
X-15,0.05,0.085,0,2,3,0
Shankar Dada MBBS,0.14300000000000002,0.114,0,1,0,2
Con Express,0.08800000000000001,0.171,1,0,1,1
The Battle of the Sexes,0.085,0.12300000000000001,1,2,1,4
L'Empire des loups,0.019,0.152,1,0,1,4
Personal Velocity: Three Portraits,0.035,0.15,1,0,1,4
Animal Farm,0.053,0.096,0,2,1,4
Landru,0.10300000000000001,0.12,0,2,1,2
The ChubbChubbs!,0.066,0.08800000000000001,0,2,3,0
Nutcracker,0.049,0.115,1,2,1,4
Big Stan,0.114,0.22899999999999998,1,0,2,1
Blood Brothers,0.10400000000000001,0.11,0,2,1,2
Blue Collar Comedy Tour: The Movie,0.17,0.0,0,1,0,3
Spiderbabe,0.16699999999999998,0.122,0,1,0,2
Thiramala,0.096,0.071,0,2,3,0
Hoodlum & Son,0.131,0.161,1,0,1,2
Business Is Business,0.16,0.065,0,1,0,3
Fair Game,0.047,0.053,0,2,3,0
Noah,0.111,0.059000000000000004,0,1,3,0
The Wise Quacking Duck,0.024,0.095,1,2,3,4
Recess: School's Out,0.106,0.124,1,2,1,2
The Reverse,0.102,0.111,0,2,1,2
Daniel's Daughter,0.131,0.044000000000000004,0,1,0,3
Challenge of the Masters,0.0,0.228,1,0,2,1
Dallas,0.08,0.0,0,2,3,0
The Adventures of Rocky and Bullwinkle,0.114,0.142,1,0,1,2
Tol'able David,0.064,0.145,1,0,1,4
In Dreams,0.105,0.259,1,0,2,1
My Friends Told Me About You,0.115,0.151,1,0,1,2
29 Palms,0.019,0.161,1,0,1,4
Private Eyes,0.133,0.040999999999999995,0,1,0,3
The Way We Live Now,0.059000000000000004,0.251,1,0,2,1
Boys Over Flowers Final,0.092,0.08900000000000001,0,2,1,2
Once Around,0.10099999999999999,0.092,0,2,1,2
Cadet Kelly,0.14,0.061,0,1,0,3
Gun Crazy,0.08900000000000001,0.102,0,2,1,2
Elle: A Modern Cinderella Tale,0.184,0.114,0,1,0,3
Dante’s Inferno: An Animated Epic,0.09699999999999999,0.22,1,0,2,1
Goopy Bagha Phire Elo,0.159,0.095,0,1,0,2
Back In Business,0.062,0.063,0,2,3,0
Barely Legal,0.135,0.096,0,1,0,2
China Moon,0.055,0.124,1,2,1,4
Bridesmaids,0.245,0.075,0,1,0,3
Odd Girl Out,0.115,0.135,1,0,1,2
Butterfly on a Wheel,0.091,0.085,0,2,3,2
Curiosity Kills the Cat,0.023,0.099,1,2,1,4
Río Escondido,0.155,0.105,0,1,0,2
Cool Air,0.04,0.163,1,0,1,4
Rendition,0.079,0.163,1,0,1,4
Coicent,0.054000000000000006,0.066,0,2,3,0
Azazel,0.129,0.191,1,0,2,1
The Animatrix,0.077,0.129,1,0,1,4
Pachakuthira,0.0,0.096,1,2,3,4
Student Exchange,0.14300000000000002,0.049,0,1,0,3
The Little Apocalypse,0.031,0.127,1,2,1,4
Child's Play,0.055999999999999994,0.141,1,0,1,4
Hail the Woman,0.0,0.07,0,2,3,0
The Philadelphia Experiment,0.052000000000000005,0.098,0,2,1,4
Song of Freedom,0.133,0.105,0,1,0,2
Good Sam,0.096,0.038,0,2,3,0
Madame Aema 10,0.049,0.109,1,2,1,4
Home Alone,0.04,0.086,0,2,3,4
Cross Creek,0.105,0.084,0,2,3,2
The Rev. Dell's Secret,0.102,0.077,0,2,3,2
"Khrustalyov, My Car!",0.0,0.207,1,0,2,1
Rank,0.076,0.10800000000000001,0,2,1,4
Penrod and Sam,0.0,0.09699999999999999,1,2,3,4
Sachs' Disease,0.079,0.059000000000000004,0,2,3,0
Naa Illu,0.19399999999999998,0.111,0,1,0,3
Goal! 2: Living the Dream...,0.102,0.08,0,2,3,2
Daigoro vs. Goliath,0.017,0.209,1,0,2,1
Monique,0.051,0.0,0,2,3,0
Slappy and the Stinkers,0.07,0.15,1,0,1,4
Kes,0.075,0.111,1,2,1,4
Nellu,0.054000000000000006,0.0,0,2,3,0
The Patient in Room 18,0.106,0.203,1,0,2,1
Between Floors,0.0,0.14800000000000002,1,0,1,4
La falena,0.079,0.141,1,0,1,4
Diner,0.091,0.0,0,2,3,0
Do Detectives Think,0.12,0.306,1,0,2,1
